FID,field_number,health_category,category_confidence,date,tsn,organization,geom
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6dd1,CSL-6990,Infectious Disease - known pathogen,Diagnosed,2006-09-29,180621,TMMC,POINT (-122.5409 37.8296)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6dd0,CSL-8493,Malnutrition,Suspected,2009-06-24,180621,TMMC,POINT (-122.537 37.83)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6dcf,CSL-8403,Malnutrition,Suspected,2009-06-16,180621,TMMC,POINT (-122.536 37.83)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6dce,CSL-7443,Trauma - other,Suspected,2007-09-14,180621,TMMC,POINT (-122.536 37.83)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6dcd,CSL-7443,Biotoxin,Suspected,2007-09-14,180621,TMMC,POINT (-122.536 37.83)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6dcc,CSL-8933,Infectious Disease - non-specific,Suspected,2009-08-11,180621,TMMC,POINT (-122.537 37.831)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6dcb,CSL-8512,Malnutrition,Suspected,2009-06-26,180621,TMMC,POINT (-122.534 37.831)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6dca,CSL-8393,Malnutrition,Suspected,2009-06-15,180621,TMMC,POINT (-122.538 37.832)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6dc9,CSL-8393,Infectious Disease - non-specific,Suspected,2009-06-15,180621,TMMC,POINT (-122.538 37.832)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6dc8,CSL-8502,Other,Diagnosed,2009-06-24,180621,TMMC,POINT (-122.477 37.832)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6dc7,CSL-8570,Malnutrition,Suspected,2009-06-29,180621,TMMC,POINT (-122.475 37.832)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6dc6,CSL-8550,Malnutrition,Suspected,2009-06-27,180621,TMMC,POINT (-122.474 37.832)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6dc5,CSL-8550,Infectious Disease - non-specific,Suspected,2009-06-27,180621,TMMC,POINT (-122.474 37.832)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6dc4,CSL-7252,Other,Diagnosed,2007-05-27,180621,TMMC,POINT (-122.473 37.832)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6dc3,CSL-7261,Biotoxin,Diagnosed,2007-07-23,180621,TMMC,POINT (-122.477 37.833)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6dc2,CSL-7485,Infectious Disease - known pathogen,Suspected,2007-10-03,180621,TMMC,POINT (-122.476 37.833)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6dc1,CSL-9243,Biotoxin,Diagnosed,2009-10-17,180621,TMMC,POINT (-122.4749 37.8337)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6dc0,CSL-9660,Trauma - other,Diagnosed,2010-06-12,180621,TMMC,POINT (-122.55 37.839)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6dbf,CSL-8702,Infectious Disease - known pathogen,Suspected,2009-07-12,180621,TMMC,POINT (-122.551 37.84)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6dbe,CSL-8603,Infectious Disease - non-specific,Suspected,2009-07-02,180621,TMMC,POINT (-122.551 37.841)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6dbd,CSL-8581,Malnutrition,Suspected,2009-06-30,180621,TMMC,POINT (-122.477 37.843)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6dbc,CSL-8649,Malnutrition,Suspected,2009-07-06,180621,TMMC,POINT (-122.477 37.843)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6dbb,CSL-8215,Malnutrition,Suspected,2009-05-28,180621,TMMC,POINT (-122.48 37.847)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6dba,CSL-8215,Infectious Disease - non-specific,Suspected,2009-05-28,180621,TMMC,POINT (-122.48 37.847)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6db9,CSL-8730,Infectious Disease - non-specific,Suspected,2009-07-16,180621,TMMC,POINT (-122.479 37.849)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6db8,CSL-8106,Infectious Disease - non-specific,Suspected,2009-07-13,180621,TMMC,POINT (-122.479 37.849)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6db7,CSL-8106,Malnutrition,Suspected,2009-07-13,180621,TMMC,POINT (-122.479 37.849)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6db6,CSL-7941,Infectious Disease - known pathogen,Suspected,2008-09-28,180621,TMMC,POINT (-122.48 37.85)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6db5,CSL-8619,Malnutrition,Suspected,2009-07-03,180621,TMMC,POINT (-122.478 37.852)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6db4,CSL-7865,Malnutrition,Suspected,2008-08-29,180621,TMMC,POINT (-122.478 37.854)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6db3,CSL-8348,Malnutrition,Suspected,2009-06-11,180621,TMMC,POINT (-122.478 37.854)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6db2,CSL-8485,Infectious Disease - non-specific,Suspected,2009-06-23,180621,TMMC,POINT (-122.478 37.854)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6db1,CSL-9642,Trauma - other,Diagnosed,2010-06-08,180621,TMMC,POINT (-122.479 37.855)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6db0,CSL-8496,Malnutrition,Suspected,2009-06-24,180621,TMMC,POINT (-122.478 37.856)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6daf,CSL-8638,Infectious Disease - non-specific,Suspected,2009-07-04,180621,TMMC,POINT (-122.4783 37.8587)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6dae,CSL-8638,Malnutrition,Suspected,2009-07-04,180621,TMMC,POINT (-122.4783 37.8587)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6dad,CSL-7396,Trauma - other,Diagnosed,2007-08-06,180621,TMMC,POINT (-122.577 37.859)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6dac,CSL-7396,Biotoxin,Diagnosed,2007-08-06,180621,TMMC,POINT (-122.577 37.859)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6dab,CSL-6877,Infectious Disease - known pathogen,Diagnosed,2006-05-06,180621,TMMC,POINT (-122.576 37.859)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6daa,CSL-8694,Other,Diagnosed,2009-07-11,180621,TMMC,POINT (-122.478 37.859)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6da9,CSL-8694,Trauma - other,Diagnosed,2009-07-11,180621,TMMC,POINT (-122.478 37.859)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6da8,CSL-8660,Other,Diagnosed,2009-07-26,180621,TMMC,POINT (-122.485 37.86)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6da7,CSL-8660,Infectious Disease - non-specific,Diagnosed,2009-07-26,180621,TMMC,POINT (-122.485 37.86)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6da6,CSL-9413,Infectious Disease - non-specific,Suspected,2010-04-25,180621,TMMC,POINT (-122.488 37.862)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6da5,CSL-9413,Malnutrition,Suspected,2010-04-25,180621,TMMC,POINT (-122.488 37.862)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6da4,CSL-9195,Malnutrition,Diagnosed,2009-10-05,180621,TMMC,POINT (-122.492 37.864)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6da3,CSL-9195,Infectious Disease - non-specific,Diagnosed,2009-10-05,180621,TMMC,POINT (-122.492 37.864)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6da2,CSL-8532,Other,Diagnosed,2009-06-26,180621,TMMC,POINT (-122.434 37.868)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6da1,CSL-8532,Malnutrition,Diagnosed,2009-06-26,180621,TMMC,POINT (-122.434 37.868)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6da0,CSL-8690,Other,Diagnosed,2009-08-17,180621,TMMC,POINT (-122.497 37.869)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d9f,CSL-8726,Infectious Disease - non-specific,Suspected,2009-07-16,180621,TMMC,POINT (-122.506 37.871)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d9e,CSL-8726,Malnutrition,Suspected,2009-07-16,180621,TMMC,POINT (-122.506 37.871)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d9d,CSL-6743,Infectious Disease - known pathogen,Suspected,2005-08-14,180621,TMMC,POINT (-122.462 37.873)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d9c,CSL-7676,Other,Diagnosed,2008-06-03,180621,TMMC,POINT (-122.474 37.875)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d9b,CSL-9272,Trauma - other,Suspected,2009-10-30,180621,TMMC,POINT (-122.497 37.877)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d9a,CSL-8621,Infectious Disease - non-specific,Suspected,2009-07-04,180621,TMMC,POINT (-122.497 37.877)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d99,CSL-8621,Malnutrition,Suspected,2009-07-04,180621,TMMC,POINT (-122.497 37.877)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d98,CSL-9512,Malnutrition,Suspected,2010-05-21,180621,TMMC,POINT (-122.473 37.878)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d97,CSL-8983,Infectious Disease - non-specific,Suspected,2009-08-22,180621,TMMC,POINT (-122.472 37.883)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d96,CSL-8983,Malnutrition,Suspected,2009-08-22,180621,TMMC,POINT (-122.472 37.883)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d95,CSL-7026,Infectious Disease - known pathogen,Diagnosed,2006-09-04,180621,TMMC,POINT (-122.6318 37.8835)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d94,CSL-7078,Infectious Disease - known pathogen,Suspected,2006-10-18,180621,TMMC,POINT (-122.6354 37.887)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d93,CSL-8696,Malnutrition,Suspected,2009-07-12,180621,TMMC,POINT (-122.635 37.892)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d92,CSL-8696,Infectious Disease - non-specific,Suspected,2009-07-12,180621,TMMC,POINT (-122.635 37.892)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d91,CSL-8466,Infectious Disease - non-specific,Suspected,2009-06-20,180621,TMMC,POINT (-122.6359 37.8922)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d90,CSL-8466,Malnutrition,Suspected,2009-06-20,180621,TMMC,POINT (-122.6359 37.8922)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d8f,CSL-7010,Infectious Disease - known pathogen,Diagnosed,2006-08-24,180621,TMMC,POINT (-122.6768 37.8925)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d8e,CSL-7034,Infectious Disease - known pathogen,Diagnosed,2006-09-10,180621,TMMC,POINT (-122.6768 37.8925)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d8d,CSL-7388,Trauma - other,Diagnosed,2007-07-31,180621,TMMC,POINT (-122.637 37.893)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d8c,CSL-7910,Trauma - other,Diagnosed,2008-09-17,180621,TMMC,POINT (-122.452 37.894)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d8b,CSL-9421,Malnutrition,Suspected,2010-04-30,180621,TMMC,POINT (-122.672 37.895)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d8a,CSL-9711,Malnutrition,Suspected,2010-06-22,180621,TMMC,POINT (-122.647 37.896)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d89,CSL-8557,Malnutrition,Suspected,2009-06-29,180621,TMMC,POINT (-122.641 37.896)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d88,CSL-7940,Malnutrition,Suspected,2008-09-26,180621,TMMC,POINT (-122.64 37.896)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d87,CSL-7771,Infectious Disease - non-specific,Suspected,2008-08-18,180621,TMMC,POINT (-122.465 37.896)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d86,CSL-7334,Trauma - other,Diagnosed,2007-07-10,180621,TMMC,POINT (-122.642 37.897)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d85,CSL-6731,Biotoxin,Diagnosed,2005-11-16,180621,TMMC,POINT (-122.6526 37.8982)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d84,CSL-7004,Infectious Disease - known pathogen,Suspected,2006-08-22,180621,TMMC,POINT (-122.6526 37.8982)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d83,CSL-7030,Infectious Disease - known pathogen,Diagnosed,2006-09-07,180621,TMMC,POINT (-122.6526 37.8982)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d82,CSL-7934,Infectious Disease - known pathogen,Suspected,2008-09-29,180621,TMMC,POINT (-122.647 37.899)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d81,CSL-8412,Malnutrition,Suspected,2009-06-17,180621,TMMC,POINT (-122.646 37.899)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d80,CSL-8412,Infectious Disease - non-specific,Suspected,2009-06-17,180621,TMMC,POINT (-122.646 37.899)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d7f,CSL-9757,Neoplasia,Diagnosed,2010-07-07,180621,TMMC,POINT (-122.6579 37.8998)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d7e,CSL-7601,Biotoxin,Suspected,2008-02-25,180621,TMMC,POINT (-122.652 37.902)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d7d,CSL-9088,Trauma - other,Diagnosed,2009-09-16,180621,TMMC,POINT (-122.664 37.903)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d7c,CSL-7462,Infectious Disease - known pathogen,Suspected,2007-09-12,180621,TMMC,POINT (-122.687 37.904)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d7b,CSL-8990,Infectious Disease - non-specific,Suspected,2009-08-23,180621,TMMC,POINT (-122.678 37.904)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d7a,CSL-6745,Biotoxin,Diagnosed,2005-09-24,180621,TMMC,POINT (-122.659 37.904)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d79,CSL-7917,Biotoxin,Diagnosed,2008-11-15,180621,TMMC,POINT (-122.686 37.905)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d78,CSL-8942,Infectious Disease - non-specific,Suspected,2009-08-13,180621,TMMC,POINT (-122.685 37.905)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d77,CSL-8297,Malnutrition,Diagnosed,2009-06-07,180621,TMMC,POINT (-122.684 37.905)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d76,CSL-7896,Infectious Disease - known pathogen,Suspected,2008-09-06,180621,TMMC,POINT (-122.662 37.905)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d75,CSL-8892,Infectious Disease - known pathogen,Suspected,2009-08-05,180621,TMMC,POINT (-122.682 37.906)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d74,CSL-7927,Infectious Disease - known pathogen,Suspected,2008-09-25,180621,TMMC,POINT (-122.672 37.906)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d73,CSL-8396,Infectious Disease - non-specific,Diagnosed,2009-06-16,180621,TMMC,POINT (-122.669 37.906)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d72,CSL-8458,Infectious Disease - non-specific,Diagnosed,2009-06-21,180621,TMMC,POINT (-122.668 37.906)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d71,CSL-7782,Infectious Disease - known pathogen,Suspected,2008-07-25,180621,TMMC,POINT (-122.658 37.906)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d70,CSL-9017,Infectious Disease - non-specific,Suspected,2009-08-29,180621,TMMC,POINT (-122.686 37.907)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d6f,CSL-8831,Infectious Disease - known pathogen,Suspected,2009-07-27,180621,TMMC,POINT (-122.678 37.907)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d6e,CSL-7957,Infectious Disease - known pathogen,Suspected,2008-10-06,180621,TMMC,POINT (-122.673 37.907)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d6d,CSL-8576,Malnutrition,Suspected,2009-06-30,180621,TMMC,POINT (-122.672 37.907)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d6c,CSL-9344,Neoplasia,Diagnosed,2010-02-06,180621,TMMC,POINT (-122.678 37.908)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d6b,CSL-8300,Malnutrition,Diagnosed,2009-06-08,180621,TMMC,POINT (-122.672 37.908)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d6a,CSL-8300,Infectious Disease - non-specific,Diagnosed,2009-06-08,180621,TMMC,POINT (-122.672 37.908)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d69,CSL-7507,Biotoxin,Suspected,2007-10-10,180621,TMMC,POINT (-122.684 37.91)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d68,CSL-7517,Malnutrition,Suspected,2007-10-20,180621,TMMC,POINT (-122.73 37.914)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d67,CSL-7517,Infectious Disease - non-specific,Suspected,2007-10-20,180621,TMMC,POINT (-122.73 37.914)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d66,CSL-8584,Infectious Disease - non-specific,Suspected,2009-08-14,180621,TMMC,POINT (-122.679 37.925)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d65,CSL-9506,Malnutrition,Suspected,2010-05-20,180621,TMMC,POINT (-122.529 37.937)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d64,CSL-7976,Biotoxin,Suspected,2008-10-19,180621,TMMC,POINT (-122.506 37.944)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d63,CSL-6531,Malnutrition,Diagnosed,2005-06-30,180621,TMMC,POINT (-122.9594 37.992)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d62,CSL-6531,Other,Diagnosed,2005-06-30,180621,TMMC,POINT (-122.9594 37.992)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d61,CSL-9415,Malnutrition,Suspected,2010-05-31,180621,TMMC,POINT (-122.973 37.993)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d60,CSL-9571,Malnutrition,Suspected,2010-07-12,180621,TMMC,POINT (-122.973 37.993)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d5f,CSL-9402,Other,Diagnosed,2010-05-31,180621,TMMC,POINT (-122.973 37.993)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d5e,CSL-9402,Malnutrition,Diagnosed,2010-05-31,180621,TMMC,POINT (-122.973 37.993)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d5d,CSL-9622,Malnutrition,Suspected,2010-06-05,180621,TMMC,POINT (-122.962 37.996)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d5c,CSL-8539,Trauma - other,Suspected,2009-06-25,180621,TMMC,POINT (-122.844 38.009)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d5b,CSL-8540,Malnutrition,Suspected,2009-06-27,180621,TMMC,POINT (-122.859 38.017)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d5a,CSL-9901,Trauma - human interaction,Diagnosed,2010-11-20,180621,TMMC,POINT (-122.872 38.022)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d59,CSL-7949,Biotoxin,Diagnosed,2008-10-04,180621,TMMC,POINT (-122.962 38.027)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d58,CSL-7543,Infectious Disease - known pathogen,Suspected,2007-11-11,180621,TMMC,POINT (-122.93 38.029)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d57,CSL-7543,Trauma - other,Suspected,2007-11-11,180621,TMMC,POINT (-122.93 38.029)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d56,CSL-6816,Infectious Disease - known pathogen,Suspected,2005-10-23,180621,TMMC,POINT (-122.5123 38.0606)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d55,CSL-6966,Infectious Disease - known pathogen,Suspected,2006-07-30,180621,TMMC,POINT (-122.512 38.0611)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d54,CSL-8804,Infectious Disease - non-specific,Suspected,2009-07-25,180621,TMMC,POINT (-122.977 38.076)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d53,CSL-8804,Malnutrition,Suspected,2009-07-25,180621,TMMC,POINT (-122.977 38.076)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d52,CSL-7395,Infectious Disease - known pathogen,Suspected,2007-08-06,180621,TMMC,POINT (-122.976 38.077)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d51,CSL-7553,Infectious Disease - known pathogen,Diagnosed,2007-11-21,180621,TMMC,POINT (-122.883 38.11)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d50,CSL-9140,Trauma - other,Suspected,2009-09-22,180621,TMMC,POINT (-122.889 38.152)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d4f,CSL-7432,Infectious Disease - known pathogen,Suspected,2007-08-25,180621,TMMC,POINT (-122.891 38.164)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d4e,CSL-9061,Infectious Disease - non-specific,Suspected,2009-09-11,180621,TMMC,POINT (-122.901 38.176)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d4d,CSL-9061,Malnutrition,Suspected,2009-09-11,180621,TMMC,POINT (-122.901 38.176)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d4c,CSL-7361,Malnutrition,Suspected,2007-08-24,180621,TMMC,POINT (-122.97 38.231)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d4b,CSL-7361,Infectious Disease - non-specific,Suspected,2007-08-24,180621,TMMC,POINT (-122.97 38.231)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d4a,CSL-8967,Infectious Disease - non-specific,Diagnosed,2009-08-11,180621,TMMC,POINT (-122.969 38.231)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d49,CSL-8966,Malnutrition,Suspected,2009-08-11,180621,TMMC,POINT (-122.969 38.231)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d48,CSL-8967,Malnutrition,Diagnosed,2009-08-11,180621,TMMC,POINT (-122.969 38.231)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d47,CSL-8966,Infectious Disease - non-specific,Suspected,2009-08-11,180621,TMMC,POINT (-122.969 38.231)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d46,CSL-8957,Infectious Disease - non-specific,Suspected,2009-08-11,180621,TMMC,POINT (-122.967 38.231)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d45,CSL-8365,Malnutrition,Suspected,2009-06-15,180621,TMMC,POINT (-122.967 38.231)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d44,CSL-8365,Infectious Disease - non-specific,Suspected,2009-06-15,180621,TMMC,POINT (-122.967 38.231)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d43,CSL-8956,Infectious Disease - non-specific,Suspected,2009-08-15,180621,TMMC,POINT (-122.969 38.232)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d42,CSL-8956,Malnutrition,Suspected,2009-08-15,180621,TMMC,POINT (-122.969 38.232)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d41,CSL-9116,Infectious Disease - non-specific,Suspected,2009-09-20,180621,TMMC,POINT (-122.968 38.246)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d40,CSL-6949,Infectious Disease - known pathogen,Suspected,2006-07-20,180621,TMMC,POINT (-122.973 38.2497)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d3f,CSL-7787,Infectious Disease - non-specific,Diagnosed,2008-07-27,180621,TMMC,POINT (-122.968 38.25)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d3e,CSL-9831,Biotoxin,Diagnosed,2010-09-10,180621,TMMC,POINT (-122.968 38.25)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d3d,CSL-9914,Infectious Disease - known pathogen,Suspected,2010-12-19,180621,TMMC,POINT (-122.968 38.25)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d3c,CSL-7999,Biotoxin,Diagnosed,2008-12-03,180621,TMMC,POINT (-122.968 38.253)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d3b,CSL-9677,Infectious Disease - non-specific,Suspected,2010-06-15,180621,TMMC,POINT (-123.553 38.78)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d3a,CSL-9677,Malnutrition,Suspected,2010-06-15,180621,TMMC,POINT (-123.553 38.78)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d39,CSL-7453,Infectious Disease - known pathogen,Suspected,2007-09-02,180621,TMMC,POINT (-123.581 38.803)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d38,CSL-7047,Infectious Disease - known pathogen,Diagnosed,2006-09-19,180621,TMMC,POINT (-123.7441 38.9559)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d37,CSL-9652,Malnutrition,Suspected,2010-06-10,180621,TMMC,POINT (-123.703 39.071)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d36,CSL-9652,Infectious Disease - non-specific,Suspected,2010-06-10,180621,TMMC,POINT (-123.703 39.071)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d35,CSL-9554,Infectious Disease - non-specific,Suspected,2010-05-26,180621,TMMC,POINT (-123.765 39.188)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d34,CSL-6611,Neoplasia,Diagnosed,2005-06-28,180621,TMMC,POINT (-123.774 39.239)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d33,CSL-6724,Neoplasia,Diagnosed,2005-08-09,180621,TMMC,POINT (-123.774 39.239)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-6d32,CSL-6724,Trauma - human interaction,Diagnosed,2005-08-09,180621,TMMC,POINT (-123.774 39.239)
